고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋,고객등급
K357730,남,36,13-Sep-98,25.333333,1,선불,CAT 200,이탈,CAS30,1
K357740,남,13,27-Dec-96,46.166667,1,선불,CAT 200,이탈,CAS30,1
K357750,여,36,19-May-96,53.566667,11,선불,CAT 200,유지,WC95,2
K357760,여,31,15-Jan-97,45.533333,0,선불,CAT 200,유지,WC95,3
K357770,여,20,13-Mar-97,43.633333,0,선불,CAT 200,유지,BS110,1
K357780,남,40,09-Sep-97,37.633333,1,선불,CAT 200,이탈,CAS30,2
K357790,여,35,01-May-98,29.833333,1,선불,CAT 200,유지,BS110,3
K357800,여,21,23-Jul-97,39.233333,0,선불,CAT 200,이탈,WC95,3
K357810,여,34,08-Sep-96,49.833333,7,선불,CAT 200,이탈,CAS30,4
K357820,여,39,20-Jun-96,52.5,2,선불,CAT 200,유지,WC95,2
K357830,여,36,22-Nov-96,47.333333,2,선불,CAT 200,이탈,CAS30,3
K357840,남,20,28-Mar-96,55.3,6,선불,CAT 200,유지,S50,5
K357850,여,40,24-Mar-99,18.933333,10,선불,CAT 200,유지,WC95,5
K357860,여,49,07-Feb-97,44.766667,11,선불,CAT 200,유지,WC95,5
K357870,남,37,12-Feb-96,56.8,7,선불,CAT 200,이탈,CAS30,5
K357880,여,29,15-May-98,29.366667,2,선불,CAT 200,이탈,CAS30,1
K357890,남,20,12-Oct-98,24.366667,1,선불,CAT 200,유지,BS110,1
K357900,여,13,04-Aug-99,14.5,9,선불,CAT 200,이탈,CAS30,1
K357910,남,16,19-Jul-99,15.033333,1,선불,CAT 200,유지,BS110,2
K357920,여,18,25-Aug-98,25.966667,10,선불,CAT 200,유지,WC95,1
K357930,남,22,25-Mar-99,18.9,0,선불,CAT 200,유지,BS110,3
K357940,여,36,15-Dec-99,10.066667,0,선불,CAT 200,유지,WC95,5
K357950,남,27,22-Jan-96,57.5,2,선불,CAT 200,이탈,CAS30,1
K357960,남,20,16-May-96,53.666667,4,선불,CAT 200,유지,S50,3
K357970,남,40,22-Jun-96,52.433333,1,선불,CAT 200,유지,S50,1
K357980,남,52,19-Aug-96,50.5,9,선불,CAT 200,유지,S50,2
K357990,남,26,21-Jun-98,28.133333,2,선불,CAT 200,유지,BS110,3
K358000,여,13,12-Oct-96,48.7,2,선불,CAT 200,유지,BS110,2
K358010,여,62,05-May-97,41.866667,2,선불,CAT 200,유지,WC95,
K358020,여,18,14-Sep-98,25.3,5,선불,CAT 200,유지,WC95,3
K358030,여,37,08-Nov-96,47.8,0,선불,CAT 200,유지,WC95,1
K358040,여,34,02-Jan-96,58.166667,2,선불,CAT 200,이탈,CAS30,2
K358050,여,24,26-Sep-98,24.9,0,선불,CAT 200,유지,BS110,
K358060,남,24,24-Nov-97,35.1,10,선불,CAT 200,유지,BS110,5
K358070,남,26,22-Jun-97,40.266667,1,선불,CAT 200,유지,BS110,1
K358080,여,16,07-Nov-98,23.5,0,선불,CAT 200,유지,WC95,2
K358090,남,66,27-Mar-96,55.333333,0,선불,CAT 200,유지,BS110,
K358100,여,32,28-Jan-97,45.1,4,선불,CAT 200,유지,BS110,3
K358110,남,58,18-Oct-96,48.5,2,선불,CAT 200,유지,S50,5
K358120,남,16,02-Oct-96,49.033333,0,선불,CAT 200,유지,BS110,1
K358130,남,39,24-Feb-98,32.033333,1,선불,CAT 200,이탈,CAS30,5
K358140,남,19,20-Mar-99,19.066667,2,선불,CAT 200,유지,S50,2
K358150,남,27,22-Jul-99,14.933333,0,선불,CAT 200,유지,S50,4
K358160,여,14,24-Sep-99,12.8,8,선불,CAT 200,이탈,CAS30,5
K358170,여,38,08-Jun-97,40.733333,0,선불,CAT 200,이탈,CAS30,2
K358180,여,39,17-Jul-98,27.266667,1,선불,CAT 200,유지,WC95,5
K358190,남,30,04-Feb-97,44.866667,0,선불,CAT 200,유지,BS110,1
K358200,남,48,20-Jun-97,40.333333,0,선불,CAT 200,유지,S50,
K358210,남,42,07-Apr-96,54.966667,1,선불,CAT 200,이탈,CAS30,5
K358220,남,35,04-Dec-99,10.433333,10,선불,CAT 200,이탈,CAS30,4
K358230,여,16,31-Aug-97,37.933333,9,선불,CAT 200,유지,WC95,3
K358240,여,37,06-Sep-98,25.566667,1,선불,CAT 200,유지,WC95,3
K358250,여,30,17-Nov-97,35.333333,0,선불,CAT 200,유지,WC95,5
K358260,여,18,24-Feb-98,32.033333,1,선불,CAT 200,유지,WC95,5
K358270,여,12,11-May-97,41.666667,8,선불,CAT 200,유지,CAS30,2
K358280,남,29,05-May-97,41.866667,2,선불,CAT 200,유지,S50,
K358290,남,43,12-Sep-99,13.2,0,선불,CAT 200,유지,BS110,4
K358300,남,28,25-Oct-96,48.266667,2,선불,CAT 200,유지,S50,5
K358310,여,27,04-Apr-98,30.733333,0,선불,CAT 200,유지,WC95,3
K358320,남,34,06-Oct-96,48.9,0,선불,CAT 200,이탈,CAS30,2
K358330,남,34,18-Jun-99,16.066667,9,선불,CAT 200,이탈,CAS30,2
K358340,남,33,05-Mar-96,56.066667,0,선불,CAT 200,유지,S50,
K358350,남,23,23-Jul-99,14.9,0,선불,CAT 200,이탈,CAS30,3
K358360,남,18,12-Jul-99,15.266667,1,선불,CAT 200,유지,S50,
K358370,남,30,18-Sep-99,13,1,선불,CAT 200,유지,S50,5
K358380,여,63,13-Feb-96,56.766667,9,선불,CAT 200,이탈,CAS30,2
K358390,여,60,01-Aug-98,26.766667,2,선불,CAT 200,유지,BS110,3
K358400,여,28,01-May-99,17.666667,1,선불,CAT 200,이탈,CAS30,1
K358410,남,12,15-Aug-97,38.466667,2,선불,CAT 200,유지,S50,2
K358420,남,32,15-May-96,53.7,2,선불,CAT 200,유지,BS110,2
K358430,여,21,16-May-99,17.166667,7,선불,CAT 200,이탈,WC95,1
K358440,여,16,19-Oct-96,48.466667,1,선불,CAT 200,유지,WC95,
K358450,남,64,06-Feb-97,44.8,8,선불,CAT 200,유지,S50,2
K358460,여,24,26-Feb-97,44.133333,11,선불,CAT 200,유지,BS110,4
K358470,남,26,14-May-98,29.4,2,선불,CAT 200,이탈,CAS30,5
K358480,여,24,01-Oct-97,36.9,2,선불,CAT 200,이탈,CAS30,
K358490,남,20,21-Mar-99,19.033333,0,선불,CAT 200,유지,S50,2
K358500,여,46,26-May-96,53.333333,1,선불,CAT 200,이탈,CAS30,3
K358510,여,39,22-Mar-98,31.166667,0,선불,CAT 200,이탈,CAS30,3
K358520,남,33,28-May-99,16.766667,1,선불,CAT 200,이탈,CAS30,4
K358530,남,54,17-Jan-97,45.466667,1,선불,CAT 200,이탈,CAS30,5
K358540,여,24,17-Jun-96,52.6,2,선불,CAT 200,유지,WC95,4
K358550,남,44,22-May-98,29.133333,0,선불,CAT 200,유지,S50,1
K358560,남,24,11-Jun-99,16.3,1,선불,CAT 200,유지,BS110,5
K358570,여,51,03-Dec-99,10.466667,0,선불,CAT 200,유지,BS110,4
K358580,여,39,05-Dec-96,46.9,8,선불,CAT 200,유지,WC95,1
K358590,남,45,23-Jun-99,15.9,2,선불,CAT 200,유지,BS110,5
K358600,남,36,20-May-97,41.366667,0,선불,CAT 200,유지,S50,2
K358610,남,57,10-Jul-99,15.333333,0,선불,CAT 200,유지,BS110,1
K358620,남,28,21-Mar-98,31.2,0,선불,CAT 200,유지,S50,2
K358630,남,50,26-Dec-97,34.033333,9,선불,CAT 200,유지,S50,1
K358640,여,16,24-Sep-96,49.3,0,선불,CAT 200,이탈,CAS30,2
K358650,남,23,01-Oct-97,36.9,4,선불,CAT 200,이탈,CAS30,5
K358660,여,16,31-May-99,16.666667,7,선불,CAT 200,유지,WC95,1
K358670,여,35,14-Apr-99,18.233333,1,선불,CAT 200,유지,WC95,3
K358680,남,38,23-Dec-96,46.3,0,선불,CAT 200,유지,S50,5
K358690,여,23,24-Apr-97,42.233333,1,선불,CAT 200,유지,WC95,
K358700,여,26,24-Apr-98,30.066667,1,선불,CAT 200,유지,WC95,3
K358710,남,19,17-Jul-98,27.266667,1,선불,CAT 200,이탈,S50,2
K358720,여,41,21-Dec-99,9.866667,2,선불,CAT 200,이탈,CAS30,2
K358730,남,26,14-Dec-99,10.1,0,선불,CAT 200,이탈,S50,1
K358740,남,32,22-Oct-97,36.2,1,선불,CAT 200,이탈,CAS30,1
K358750,여,36,26-Dec-99,9.7,0,선불,CAT 200,이탈,CAS30,3
K358760,여,31,03-Jan-97,45.933333,2,선불,CAT 200,유지,WC95,
K358770,남,25,05-Oct-98,24.6,2,선불,CAT 200,유지,S50,1
K358780,남,43,22-Aug-98,26.066667,0,선불,CAT 200,유지,S50,5
K358790,여,34,20-Nov-99,10.9,0,선불,CAT 200,유지,WC95,2
K358800,남,45,10-Jun-96,52.833333,1,선불,CAT 200,유지,CAS30,
K358810,남,18,22-Sep-99,12.866667,0,선불,CAT 200,유지,S50,1
K358820,남,40,13-Oct-97,36.5,1,선불,CAT 200,유지,S50,2
K358830,남,45,12-Apr-98,30.466667,2,선불,CAT 200,유지,S50,5
K358840,여,31,20-Oct-98,24.1,1,선불,CAT 200,유지,BS110,5
K358850,여,34,18-Mar-98,31.3,0,선불,CAT 200,유지,WC95,3
K358860,남,48,12-Mar-98,31.5,2,선불,CAT 200,유지,S50,3
K358870,남,16,01-Oct-97,36.9,8,선불,CAT 200,유지,S50,4
K358880,남,22,16-Oct-97,36.4,2,선불,CAT 200,유지,S50,5
K358890,남,20,23-Mar-97,43.3,2,선불,CAT 200,유지,S50,
K358900,여,31,28-Nov-96,47.133333,5,선불,CAT 200,유지,WC95,2
K358910,남,24,05-Jan-97,45.866667,0,선불,CAT 200,이탈,CAS30,2
K358920,여,26,20-Mar-99,19.066667,1,선불,CAT 200,유지,BS110,1
K358930,남,33,08-Sep-96,49.833333,2,선불,CAT 200,유지,BS110,1
K358940,남,15,03-Jul-97,39.9,11,선불,CAT 200,유지,S50,3
K358950,남,21,03-Apr-96,55.1,2,선불,CAT 200,이탈,CAS30,5
K358960,여,19,10-Feb-99,20.333333,0,선불,CAT 200,유지,WC95,5
K358970,남,28,07-Oct-97,36.7,5,선불,CAT 200,유지,S50,3
K358980,남,16,22-Sep-98,25.033333,5,선불,CAT 200,유지,S50,5
K358990,남,16,17-Jul-99,15.1,1,선불,CAT 200,이탈,CAS30,2
K359000,남,27,09-Apr-98,30.566667,2,선불,CAT 200,유지,S50,5
K359010,남,13,01-Oct-97,36.9,1,선불,CAT 200,이탈,CAS30,3
K359020,남,20,03-Apr-98,30.766667,1,선불,CAT 200,유지,S50,4
K359030,남,26,24-May-99,16.9,0,선불,CAT 200,유지,BS110,3
K359040,남,25,08-Nov-96,47.8,1,선불,CAT 200,유지,BS110,
K359050,남,52,17-Feb-97,44.433333,5,선불,CAT 200,이탈,S50,2
K359060,여,47,05-Feb-97,44.833333,0,선불,CAT 200,유지,BS110,2
K359070,남,36,20-Dec-98,22.066667,8,선불,CAT 200,유지,S50,2
K359080,여,16,09-Mar-98,31.6,7,선불,CAT 200,유지,CAS30,2
K359090,남,41,17-May-99,17.133333,10,선불,CAT 200,유지,BS110,5
K359100,여,48,14-Jul-98,27.366667,1,선불,CAT 200,유지,WC95,1
K359110,남,14,11-Apr-96,54.833333,1,선불,CAT 200,이탈,CAS30,4
K359120,여,23,07-Mar-99,19.5,6,선불,CAT 200,유지,BS110,4
K359130,남,43,15-Nov-96,47.566667,1,선불,CAT 200,유지,S50,1
K359140,남,41,08-Apr-99,18.433333,0,선불,CAT 200,유지,S50,1
K359150,여,61,12-Sep-98,25.366667,0,선불,CAT 200,유지,WC95,2
K359160,남,22,28-Oct-96,48.166667,1,선불,CAT 200,유지,S50,3
K359170,남,21,02-Mar-97,44,1,선불,CAT 200,유지,S50,
K359180,여,24,02-Mar-96,56.166667,1,선불,CAT 200,유지,WC95,5
K359190,여,33,15-May-98,29.366667,11,선불,CAT 200,유지,BS110,1
K359200,여,22,09-Dec-97,34.6,2,선불,CAT 200,이탈,CAS30,4
K359210,여,25,02-Jul-97,39.933333,0,선불,CAT 200,유지,WC95,2
K359220,여,30,23-Sep-97,37.166667,2,선불,CAT 200,유지,BS110,5
K359230,여,46,04-Apr-98,30.733333,8,선불,CAT 200,유지,WC95,3
K359240,여,59,26-Apr-96,54.333333,2,선불,CAT 200,유지,BS110,3
K359250,남,14,31-Aug-97,37.933333,9,선불,CAT 200,유지,S50,3
K359260,남,39,17-Mar-98,31.333333,11,선불,CAT 200,유지,S50,1
K359270,남,53,12-Jan-96,57.833333,0,선불,CAT 200,유지,S50,5
K359280,남,35,04-Nov-96,47.933333,1,선불,CAT 200,유지,S50,4
K359290,여,45,06-Apr-97,42.833333,10,선불,CAT 200,유지,WC95,2
K359300,여,44,19-Oct-97,36.3,0,선불,CAT 200,이탈,CAS30,4
K359310,남,49,01-Feb-99,20.633333,9,선불,CAT 200,유지,S50,2
K359320,남,48,03-Jan-96,58.133333,2,선불,CAT 200,이탈,CAS30,4
K359330,남,16,21-Aug-99,13.933333,2,선불,CAT 200,유지,S50,3
K359340,남,17,05-Jun-97,40.833333,0,선불,CAT 200,유지,BS110,1
K359350,남,34,25-Feb-96,56.366667,1,선불,CAT 200,유지,S50,1
K359360,남,34,05-Jul-98,27.666667,2,선불,CAT 200,유지,S50,4
K359370,남,30,21-Jun-98,28.133333,0,선불,CAT 200,이탈,CAS30,
K359380,여,44,10-Apr-99,18.366667,1,선불,CAT 200,유지,WC95,3
K359390,여,40,18-Aug-97,38.366667,0,선불,CAT 200,이탈,CAS30,1
K359400,남,41,15-Jul-96,51.666667,10,선불,CAT 200,이탈,CAS30,2
K359410,여,24,18-Oct-96,48.5,2,선불,CAT 200,유지,WC95,4
K359420,남,26,20-Nov-97,35.233333,1,선불,CAT 200,유지,BS110,3
K359430,남,47,06-Feb-97,44.8,0,선불,CAT 200,유지,S50,5
K359440,남,35,28-Jun-99,15.733333,2,선불,CAT 200,이탈,CAS30,3
K359450,여,57,23-Jun-97,40.233333,2,선불,CAT 200,유지,BS110,4
K359460,여,21,09-Apr-96,54.9,0,선불,CAT 200,유지,WC95,5
K359470,여,27,04-May-99,17.566667,6,선불,CAT 200,유지,WC95,1
K359480,여,21,06-Oct-98,24.566667,0,선불,CAT 200,유지,WC95,3
K359490,남,45,14-Feb-97,44.533333,1,선불,CAT 200,유지,S50,2
K359500,남,22,10-Aug-98,26.466667,2,선불,CAT 200,유지,S50,2
K359510,여,16,16-Jan-96,57.7,2,선불,CAT 200,유지,BS110,3
K359520,남,36,16-Sep-98,25.233333,0,선불,CAT 200,이탈,CAS30,1
K359530,여,29,07-May-97,41.8,0,선불,CAT 200,이탈,CAS30,
K359540,남,26,23-May-97,41.266667,2,선불,CAT 200,유지,BS110,1
K359550,남,32,20-Dec-96,46.4,10,선불,CAT 200,유지,S50,5
K359560,여,14,13-Jun-96,52.733333,1,선불,CAT 200,이탈,CAS30,1
K359570,여,33,04-Jun-99,16.533333,0,선불,CAT 200,유지,WC95,1
K359580,여,18,08-Dec-98,22.466667,1,선불,CAT 200,유지,WC95,
K359590,여,49,11-Jul-96,51.8,1,선불,CAT 200,이탈,CAS30,3
K359600,여,40,06-Sep-96,49.9,2,선불,CAT 200,유지,BS110,3
K359610,여,31,27-Feb-98,31.933333,0,선불,CAT 200,유지,WC95,3
K359620,여,24,23-Jan-98,33.1,2,선불,CAT 200,유지,BS110,1
K359630,남,13,19-Jul-99,15.033333,1,선불,CAT 200,유지,BS110,2
K359640,남,40,08-Jan-96,57.966667,0,선불,CAT 200,유지,BS110,2
K359650,남,35,03-Mar-97,43.966667,10,선불,CAT 200,유지,S50,5
K359660,여,53,02-Jul-97,39.933333,1,선불,CAT 200,이탈,CAS30,1
K359670,남,17,14-Mar-98,31.433333,8,선불,CAT 200,유지,S50,1
K359680,남,35,20-Nov-98,23.066667,11,선불,CAT 200,유지,S50,3
K359690,여,20,14-Jul-99,15.2,2,선불,CAT 200,유지,WC95,3
K359700,여,25,20-Nov-98,23.066667,1,선불,CAT 200,유지,BS110,2
K359710,남,36,11-Jul-99,15.3,3,선불,CAT 200,유지,BS110,4
K359720,남,51,16-Dec-99,10.033333,2,선불,CAT 200,유지,S50,5
K359730,여,20,22-Apr-99,17.966667,1,선불,CAT 200,유지,WC95,3
K359740,여,32,15-Oct-98,24.266667,2,선불,CAT 200,이탈,CAS30,2
K359750,남,30,16-Apr-96,54.666667,8,선불,CAT 200,유지,S50,3
K359760,여,26,01-Aug-97,38.933333,2,선불,CAT 200,이탈,CAS30,5
K359770,남,40,01-Aug-96,51.1,1,선불,CAT 200,유지,CAS30,
K359780,여,20,16-Aug-96,50.6,0,선불,CAT 200,이탈,CAS30,3
K359790,여,19,07-Apr-97,42.8,1,선불,CAT 200,이탈,CAS30,4
K359800,남,28,22-Jan-97,45.3,0,선불,CAT 200,이탈,CAS30,1
K359810,여,25,06-Dec-97,34.7,5,선불,CAT 200,유지,WC95,5
K359820,남,32,25-Feb-97,44.166667,1,선불,CAT 200,유지,S50,
K359830,여,24,19-Jun-97,40.366667,0,선불,CAT 200,유지,WC95,
K359840,여,45,08-Jul-97,39.733333,2,선불,CAT 200,유지,WC95,5
K359850,남,51,11-Sep-99,13.233333,2,선불,CAT 200,이탈,CAS30,3
K359860,남,29,08-Feb-97,44.733333,0,선불,CAT 200,유지,S50,1
K359870,여,55,03-May-96,54.1,0,선불,CAT 200,유지,WC95,2
K359880,여,17,26-May-97,41.166667,1,선불,CAT 200,이탈,CAS30,4
K359890,남,46,15-Mar-97,43.566667,2,선불,CAT 200,유지,S50,5
K359900,여,39,20-Feb-99,20,2,선불,CAT 200,유지,WC95,1
K359910,남,19,22-Apr-98,30.133333,2,선불,CAT 200,이탈,CAS30,2
K359920,남,65,11-Sep-96,49.733333,4,선불,CAT 200,유지,BS110,4
K359930,남,19,21-Sep-98,25.066667,1,선불,CAT 200,유지,S50,4
K359940,여,22,01-Mar-96,56.2,1,선불,CAT 200,이탈,CAS30,2
K359950,여,49,12-Sep-98,25.366667,2,선불,CAT 200,유지,BS110,2
K359960,남,29,04-Mar-99,19.6,0,선불,CAT 200,유지,S50,5
K359970,남,20,09-Jan-99,21.4,1,선불,CAT 200,이탈,S50,5
K359980,남,32,20-Feb-97,44.333333,9,선불,CAT 200,유지,S50,4
K359990,남,34,15-Nov-99,11.066667,0,선불,CAT 200,유지,S50,4
K360000,남,46,01-May-99,17.666667,2,선불,CAT 200,유지,S50,5
K360010,여,12,16-Oct-98,24.233333,0,선불,CAT 200,이탈,CAS30,4
K360020,남,45,11-May-99,17.333333,2,선불,CAT 200,이탈,CAS30,5
K360030,여,13,25-Oct-98,23.933333,2,선불,CAT 200,이탈,CAS30,3
K360040,여,18,17-Feb-97,44.433333,1,선불,CAT 200,유지,WC95,3
K360050,여,31,24-Jun-99,15.866667,7,선불,CAT 200,유지,WC95,5
K360060,여,28,08-Feb-96,56.933333,0,선불,CAT 200,이탈,CAS30,2
K360070,여,33,14-Mar-98,31.433333,1,선불,CAT 200,유지,WC95,4
K360080,남,15,28-Feb-97,44.066667,1,선불,CAT 200,이탈,S50,1
K360090,여,41,05-May-97,41.866667,0,선불,CAT 200,유지,WC95,1
K360100,남,29,04-Dec-98,22.6,0,선불,CAT 200,유지,S50,5
K360110,남,17,12-Aug-96,50.733333,10,선불,CAT 200,이탈,S50,
K360120,남,23,26-Oct-98,23.9,1,선불,CAT 200,유지,S50,3
K360130,남,27,16-Oct-97,36.4,0,선불,CAT 200,유지,S50,3
K360140,여,43,08-Feb-96,56.933333,1,선불,CAT 200,유지,WC95,3
K360150,남,25,03-Dec-96,46.966667,2,선불,CAT 200,유지,S50,2
K360160,남,14,03-Jun-98,28.733333,2,선불,CAT 200,이탈,CAS30,4
K360170,여,16,06-Mar-97,43.866667,2,선불,CAT 200,유지,WC95,1
K360180,여,24,19-Dec-99,9.933333,10,선불,CAT 200,이탈,BS110,3
K360190,여,37,10-Aug-98,26.466667,1,선불,CAT 200,유지,BS110,
K360200,여,23,05-Jun-98,28.666667,1,선불,CAT 200,유지,WC95,2
K360210,남,29,24-Jul-97,39.2,1,선불,CAT 200,유지,S50,2
K360220,남,25,27-Mar-98,31,1,선불,CAT 200,유지,S50,5
K360230,여,31,17-Feb-96,56.633333,1,선불,CAT 200,유지,WC95,2
K360240,여,16,22-Feb-99,19.933333,8,선불,CAT 200,유지,WC95,5
K360250,여,17,08-Sep-97,37.666667,1,선불,CAT 200,유지,WC95,3
K360260,여,26,20-Sep-97,37.266667,2,선불,CAT 200,유지,WC95,3
K360270,남,20,22-Nov-97,35.166667,10,선불,CAT 200,유지,S50,
K360280,남,24,27-Dec-96,46.166667,0,선불,CAT 200,유지,S50,
K360290,여,50,10-Sep-97,37.6,2,선불,CAT 200,이탈,WC95,5
K360300,남,17,04-Sep-96,49.966667,0,선불,CAT 200,유지,S50,5
K360310,여,39,26-Oct-98,23.9,9,선불,CAT 200,이탈,CAS30,2
K360320,남,38,11-Sep-97,37.566667,1,선불,CAT 200,이탈,CAS30,2
K360330,여,33,19-Nov-97,35.266667,9,선불,CAT 200,유지,BS110,4
K360340,여,62,16-Apr-96,54.666667,0,선불,CAT 200,유지,WC95,2
K360350,여,19,28-Jan-99,20.766667,8,선불,CAT 200,유지,WC95,3
K360360,여,31,06-Mar-98,31.7,4,선불,CAT 200,유지,WC95,5
K360370,여,36,11-Jul-99,15.3,2,선불,CAT 200,이탈,CAS30,4
K360380,여,35,21-Dec-97,34.2,2,선불,CAT 200,유지,BS110,2
K360390,남,19,09-Apr-98,30.566667,3,선불,CAT 200,유지,S50,3
K360400,남,69,25-Nov-99,10.733333,1,선불,CAT 200,이탈,CAS30,2
K360410,여,30,20-Nov-99,10.9,0,선불,CAT 200,유지,WC95,4
K360420,여,25,22-Dec-99,9.833333,1,선불,CAT 200,유지,BS110,3
K360430,여,24,17-Apr-97,42.466667,4,선불,CAT 200,유지,WC95,5
K360440,남,25,20-Dec-99,9.9,2,선불,CAT 200,유지,S50,4
K360450,여,31,13-Apr-99,18.266667,2,선불,CAT 200,유지,WC95,2
K360460,여,33,18-Feb-99,20.066667,2,선불,CAT 200,이탈,CAS30,2
K360470,여,37,06-Jun-96,52.966667,1,선불,CAT 200,이탈,CAS30,4
K360480,남,19,09-Aug-96,50.833333,2,선불,CAT 200,유지,BS110,5
K360490,여,19,02-Jan-99,21.633333,2,선불,CAT 200,유지,BS110,5
K360500,남,16,25-Nov-96,47.233333,2,선불,CAT 200,이탈,S50,2
K360510,남,29,09-Jun-98,28.533333,1,선불,CAT 200,유지,S50,4
K360520,여,35,01-Sep-97,37.9,0,선불,CAT 200,유지,WC95,5
K360530,남,17,13-Feb-96,56.766667,3,선불,CAT 200,유지,S50,4
K360540,여,17,19-Mar-98,31.266667,1,선불,CAT 200,유지,WC95,
K360550,남,17,31-Jul-99,14.633333,8,선불,CAT 200,유지,S50,4
K360560,여,41,06-Jun-98,28.633333,2,선불,CAT 200,이탈,CAS30,1
K360570,여,52,13-Feb-98,32.4,1,선불,CAT 200,이탈,CAS30,4
K360580,여,28,13-Jul-96,51.733333,9,선불,CAT 200,유지,BS110,5
K360590,남,18,16-Apr-98,30.333333,1,선불,CAT 200,이탈,CAS30,2
K360600,남,19,15-Dec-98,22.233333,1,선불,CAT 200,이탈,CAS30,4
K360610,남,37,13-Sep-96,49.666667,1,선불,CAT 200,유지,BS110,2
K360620,남,24,14-May-97,41.566667,2,선불,CAT 200,유지,S50,5
K360630,여,19,28-Sep-99,12.666667,2,선불,CAT 200,유지,BS110,
K360640,남,36,18-Nov-98,23.133333,1,선불,CAT 200,유지,S50,1
K360650,여,33,07-Jan-98,33.633333,4,선불,CAT 200,유지,BS110,3
K360660,여,45,10-Dec-99,10.233333,2,선불,CAT 200,유지,BS110,3
K360670,여,52,05-Jun-99,16.5,9,선불,CAT 200,이탈,CAS30,5
K360680,여,13,26-May-99,16.833333,2,선불,CAT 200,이탈,CAS30,3
K360690,여,37,09-Mar-96,55.933333,0,선불,CAT 200,유지,CAS30,2
K360700,남,20,22-Sep-99,12.866667,0,선불,CAT 200,유지,S50,1
K360710,남,13,28-May-98,28.933333,0,선불,CAT 200,이탈,CAS30,1
K360720,여,33,24-Jul-98,27.033333,0,선불,CAT 200,유지,WC95,3
K360730,여,46,20-Sep-96,49.433333,0,선불,CAT 200,유지,WC95,4
K360740,여,27,21-Feb-96,56.5,0,선불,CAT 200,유지,WC95,2
K360750,남,29,16-Dec-96,46.533333,1,선불,CAT 200,이탈,CAS30,
K360760,여,34,22-Apr-98,30.133333,2,선불,CAT 200,이탈,WC95,
K360770,남,16,26-Jun-97,40.133333,1,선불,CAT 200,유지,S50,3
K360780,남,42,23-Jan-98,33.1,5,선불,CAT 200,유지,S50,
K360790,남,22,17-Oct-96,48.533333,1,선불,CAT 200,유지,BS110,1
K360800,여,34,16-Feb-96,56.666667,6,선불,CAT 200,유지,WC95,2
K360810,여,28,27-Dec-97,34,1,선불,CAT 200,유지,WC95,3
K360820,남,14,12-May-97,41.633333,0,선불,CAT 200,유지,S50,5
K360830,여,33,28-Jul-98,26.9,9,선불,CAT 200,이탈,CAS30,
K360840,남,15,21-Jan-97,45.333333,1,선불,CAT 200,유지,BS110,5
K360850,여,21,19-May-97,41.4,0,선불,CAT 200,유지,WC95,1
K360860,남,25,27-Mar-96,55.333333,4,선불,CAT 200,이탈,CAS30,5
K360870,남,36,27-Dec-97,34,1,선불,CAT 200,유지,S50,3
K360880,여,41,13-Aug-97,38.533333,0,선불,CAT 200,유지,WC95,4
K360890,여,41,12-May-98,29.466667,0,선불,CAT 200,유지,BS110,1
K360900,여,51,25-May-98,29.033333,8,선불,CAT 200,유지,BS110,1
K360910,여,32,09-Jun-98,28.533333,2,선불,CAT 200,유지,WC95,
K360920,남,26,31-Mar-96,55.2,1,선불,CAT 200,유지,BS110,2
K360930,여,53,04-Jul-96,52.033333,1,선불,CAT 200,유지,WC95,5
K360940,남,13,14-Jan-98,33.4,5,선불,CAT 200,유지,BS110,3
K360950,남,15,22-Aug-99,13.9,6,선불,CAT 200,유지,S50,5
K360960,여,19,22-Apr-99,17.966667,1,선불,CAT 200,이탈,CAS30,5
K360970,여,53,27-May-96,53.3,0,선불,CAT 200,이탈,CAS30,3
K360980,남,13,12-Jan-96,57.833333,1,선불,CAT 200,유지,BS110,1
K360990,여,52,22-Feb-96,56.466667,1,선불,CAT 200,유지,WC95,4
K361000,남,14,18-Feb-98,32.233333,3,선불,CAT 200,이탈,CAS30,3
K361010,여,42,03-Jun-97,40.9,0,선불,CAT 200,유지,WC95,2
K361020,남,42,27-Aug-97,38.066667,1,선불,CAT 200,유지,S50,1
K361030,여,30,21-Oct-97,36.233333,9,선불,CAT 200,이탈,CAS30,5
K361040,여,21,24-Nov-98,22.933333,0,선불,CAT 200,유지,WC95,4
K361050,여,12,18-Apr-99,18.1,2,선불,CAT 200,유지,BS110,2
K361060,남,47,20-Dec-96,46.4,9,선불,CAT 200,이탈,CAS30,5
K361070,여,29,17-Feb-99,20.1,0,선불,CAT 200,유지,WC95,5
K361080,여,31,04-Nov-98,23.6,0,선불,CAT 200,유지,WC95,5
K361090,남,17,31-Jul-97,38.966667,2,선불,CAT 200,유지,BS110,5
K361100,여,29,01-Oct-96,49.066667,2,선불,CAT 200,유지,WC95,
K361110,남,21,07-Nov-98,23.5,2,선불,CAT 200,유지,S50,3
K361120,남,46,28-Dec-96,46.133333,1,선불,CAT 200,유지,BS110,5
K361130,남,20,22-Oct-98,24.033333,1,선불,CAT 200,유지,S50,2
K361140,남,32,19-Dec-98,22.1,1,선불,CAT 200,유지,BS110,2
K361150,남,54,21-Oct-97,36.233333,8,선불,CAT 200,유지,BS110,4
